-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 06/01/2025 in LST
Location: Latitude  39.6067   Longitude -105.8778 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2931.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PRECTOTCORR
2023,6,17,6,146.32,4.76,76.69,0.33
2023,6,17,7,196.27,6.47,65.6,1.48
2023,6,17,8,233.32,6.95,59.35,4.03
2023,6,17,9,400.27,6.97,56.29,8.27
2023,6,17,10,295.42,6.99,56.44,11.42
2023,6,17,11,583.22,7.17,57.67,11.93
2023,6,17,12,781.2,8.48,52.91,8.22
2023,6,17,13,741.28,10.74,44.97,4.19
2023,6,17,14,653.1,11.69,42.95,1.82
2023,6,17,15,588.42,11.5,45.35,0.96
2023,6,17,16,361.58,11.03,46.63,0.54
2023,6,17,17,227.57,10.46,48.45,0.34
2023,6,17,18,95.1,8.83,63.26,0.24
2023,6,17,19,6.1,5.18,77.42,0.2
2023,6,17,20,0.0,3.4,84.09,0.03
2023,6,17,21,0.0,2.68,85.43,0.0
2023,6,17,22,0.0,1.98,84.92,0.01
2023,6,17,23,0.0,1.4,84.1,0.01
2023,6,18,0,0.0,1.15,82.48,0.01
2023,6,18,1,0.0,1.3,80.19,0.01
2023,6,18,2,0.0,0.96,81.62,0.0
2023,6,18,3,0.0,0.41,83.82,0.0
2023,6,18,4,3.65,0.25,83.87,0.0
2023,6,18,5,95.57,3.65,72.82,0.0
2023,6,18,6,266.62,8.21,55.72,0.0
2023,6,18,7,449.8,11.77,46.28,0.0
2023,6,18,8,627.35,14.19,40.9,0.0
2023,6,18,9,770.08,16.07,37.03,0.0
2023,6,18,10,828.17,17.69,33.85,0.0
2023,6,18,11,822.22,18.87,31.79,0.01
2023,6,18,12,820.05,19.51,31.08,0.03
2023,6,18,13,764.95,19.53,31.69,0.02
2023,6,18,14,704.78,19.22,32.5,0.01
2023,6,18,15,582.15,18.64,33.43,0.0
2023,6,18,16,434.8,17.85,34.86,0.0
2023,6,18,17,253.82,16.53,38.63,0.0
2023,6,18,18,100.97,13.81,58.51,0.0
2023,6,18,19,6.62,10.03,68.92,0.0
2023,6,18,20,0.0,7.93,73.17,0.0
2023,6,18,21,0.0,6.09,81.23,0.0
2023,6,18,22,0.0,5.25,81.35,0.0
2023,6,18,23,0.0,4.82,79.44,0.0
2023,6,19,0,0.0,4.62,76.92,0.0
2023,6,19,1,0.0,4.69,74.13,0.0
2023,6,19,2,0.0,4.78,72.6,0.0
2023,6,19,3,0.0,4.25,74.67,0.0
2023,6,19,4,4.25,3.45,77.41,0.0
2023,6,19,5,115.43,6.12,68.74,0.0
2023,6,19,6,313.35,10.98,50.33,0.0
2023,6,19,7,520.28,14.64,35.5,0.0
2023,6,19,8,710.6,17.03,26.41,0.0
2023,6,19,9,861.42,18.86,22.54,0.0
2023,6,19,10,979.15,20.52,20.24,0.0
2023,6,19,11,1042.32,21.82,19.07,0.0
2023,6,19,12,1037.53,22.68,18.72,0.0
2023,6,19,13,942.7,23.09,18.78,0.0
2023,6,19,14,874.75,23.01,19.47,0.0
2023,6,19,15,726.05,22.42,20.81,0.0
2023,6,19,16,544.42,21.24,23.14,0.0
2023,6,19,17,339.02,19.51,27.46,0.0
2023,6,19,18,137.77,15.53,56.14,0.0
2023,6,19,19,8.4,10.21,69.15,0.0
2023,6,19,20,0.0,8.07,70.53,0.0
2023,6,19,21,0.0,6.97,67.27,0.0
2023,6,19,22,0.0,6.13,63.41,0.0
2023,6,19,23,0.0,5.62,60.28,0.0
2023,6,20,0,0.0,5.62,56.12,0.0
2023,6,20,1,0.0,5.81,52.16,0.0
2023,6,20,2,0.0,5.73,52.07,0.0
2023,6,20,3,0.0,5.33,56.22,0.0
2023,6,20,4,0.0,5.19,60.16,0.0
2023,6,20,5,67.85,6.22,62.31,0.0
2023,6,20,6,158.77,9.35,56.9,0.0
2023,6,20,7,274.35,12.44,40.47,0.0
2023,6,20,8,187.57,14.27,31.56,0.0
2023,6,20,9,640.3,15.19,29.35,0.12
2023,6,20,10,949.17,15.93,28.3,0.29
2023,6,20,11,1001.2,17.89,24.99,0.0
2023,6,20,12,1027.05,20.14,21.37,0.0
2023,6,20,13,951.7,21.18,19.58,0.0
2023,6,20,14,806.35,21.46,19.42,0.0
2023,6,20,15,662.12,21.12,20.47,0.0
2023,6,20,16,514.62,20.21,22.63,0.0
2023,6,20,17,316.45,18.81,26.76,0.0
2023,6,20,18,126.45,15.39,52.52,0.0
2023,6,20,19,7.68,12.02,57.29,0.0
2023,6,20,20,0.0,11.14,52.28,0.0
2023,6,20,21,0.0,9.63,56.89,0.0
2023,6,20,22,0.0,8.15,61.17,0.0
2023,6,20,23,0.0,7.1,61.96,0.0
2023,6,21,0,0.0,6.33,61.11,0.0
2023,6,21,1,0.0,5.69,59.85,0.01
2023,6,21,2,0.0,4.75,60.81,0.01
2023,6,21,3,0.0,3.86,61.58,0.01
2023,6,21,4,0.0,3.47,60.52,0.0
2023,6,21,5,123.4,5.57,65.3,0.0
2023,6,21,6,310.3,11.01,46.19,0.0
2023,6,21,7,515.38,15.49,26.96,0.0
2023,6,21,8,703.25,18.35,21.5,0.0
2023,6,21,9,841.45,19.55,21.41,0.0
2023,6,21,10,938.55,20.64,21.38,0.0
2023,6,21,11,948.45,21.53,21.45,0.0
2023,6,21,12,914.2,22.13,21.79,0.0
2023,6,21,13,718.42,22.34,22.52,0.05
2023,6,21,14,633.65,22.0,24.25,0.3
2023,6,21,15,518.88,21.32,26.89,1.51
2023,6,21,16,356.85,20.28,30.79,2.55
2023,6,21,17,205.77,19.29,38.22,6.77
2023,6,21,18,70.88,16.23,56.97,3.08
2023,6,21,19,4.47,12.04,77.23,5.19
2023,6,21,20,0.0,10.35,85.48,9.97
2023,6,21,21,0.0,9.64,86.64,15.87
2023,6,21,22,0.0,9.05,88.19,25.77
2023,6,21,23,0.0,8.7,89.18,34.96
2023,6,22,0,0.0,8.13,91.73,32.32
2023,6,22,1,0.0,7.72,94.75,29.88
2023,6,22,2,0.0,7.64,95.46,21.49
2023,6,22,3,0.0,7.36,96.37,14.27
2023,6,22,4,0.0,7.3,97.65,6.74
2023,6,22,5,97.28,8.46,97.77,2.2
2023,6,22,6,267.1,10.78,91.95,0.92
2023,6,22,7,465.88,12.99,77.02,1.22
2023,6,22,8,655.42,16.62,47.07,2.01
2023,6,22,9,783.75,19.1,34.14,2.83
2023,6,22,10,820.72,20.61,28.95,4.22
2023,6,22,11,799.75,21.42,27.88,6.99
2023,6,22,12,652.08,21.22,29.3,19.8
2023,6,22,13,442.6,20.62,31.71,19.77
2023,6,22,14,619.47,19.78,34.49,13.8
2023,6,22,15,436.33,18.88,36.57,10.43
2023,6,22,16,276.15,18.14,38.3,6.51
2023,6,22,17,164.82,16.85,44.48,2.63
2023,6,22,18,66.85,15.09,60.05,1.5
2023,6,22,19,5.12,11.94,69.76,0.47
2023,6,22,20,0.0,10.52,73.0,0.12
2023,6,22,21,0.0,9.98,72.71,0.31
2023,6,22,22,0.0,8.67,76.75,0.53
2023,6,22,23,0.0,7.03,82.5,0.86
2023,6,23,0,0.0,5.79,86.11,0.87
2023,6,23,1,0.0,4.96,86.88,0.77
2023,6,23,2,0.0,4.36,85.78,0.54
2023,6,23,3,0.0,3.9,83.05,0.24
2023,6,23,4,0.0,3.36,81.4,0.12
2023,6,23,5,105.18,5.31,81.64,0.03
2023,6,23,6,292.73,9.73,58.26,0.0
2023,6,23,7,512.4,13.29,41.15,0.0
2023,6,23,8,698.33,15.99,30.52,0.0
2023,6,23,9,845.67,17.67,24.03,0.0
2023,6,23,10,973.6,18.96,21.0,0.0
2023,6,23,11,1021.85,20.09,19.81,0.0
2023,6,23,12,1020.58,20.9,19.25,0.0
2023,6,23,13,947.15,21.26,18.92,0.0
2023,6,23,14,828.67,21.14,18.73,0.0
2023,6,23,15,675.03,20.46,18.96,0.0
2023,6,23,16,509.95,19.15,20.25,0.0
2023,6,23,17,312.92,17.16,23.96,0.0
2023,6,23,18,128.3,13.55,39.23,0.0
2023,6,23,19,8.38,8.08,61.28,0.0
2023,6,23,20,0.0,6.22,63.64,0.0
2023,6,23,21,0.0,5.7,60.36,0.0
2023,6,23,22,0.0,4.14,63.12,0.0
2023,6,23,23,0.0,2.68,64.54,0.0
2023,6,24,0,0.0,1.69,62.92,0.0
2023,6,24,1,0.0,1.02,59.38,0.2
2023,6,24,2,0.0,0.62,55.73,0.2
2023,6,24,3,0.0,0.51,53.12,0.2
2023,6,24,4,0.0,1.95,45.79,0.0
2023,6,24,5,132.52,4.96,38.75,0.0
2023,6,24,6,327.2,8.64,34.2,0.0
2023,6,24,7,536.22,11.79,30.28,0.0
2023,6,24,8,727.45,13.65,26.66,0.0
2023,6,24,9,884.78,15.28,23.93,0.0
2023,6,24,10,996.65,16.84,21.79,0.0
2023,6,24,11,1050.47,18.09,20.53,0.0
2023,6,24,12,1052.28,18.9,20.09,0.0
2023,6,24,13,996.67,19.23,20.0,0.0
2023,6,24,14,885.45,19.26,20.22,0.0
2023,6,24,15,733.2,18.9,20.9,0.0
2023,6,24,16,543.75,18.07,22.3,0.0
2023,6,24,17,336.23,16.67,26.02,0.0
2023,6,24,18,135.23,13.71,47.19,0.0
2023,6,24,19,8.35,10.28,56.91,0.0
2023,6,24,20,0.0,9.69,53.43,0.0
2023,6,24,21,0.0,9.11,54.09,0.0
2023,6,24,22,0.0,8.11,57.45,0.0
2023,6,24,23,0.0,7.28,60.11,0.0
2023,6,25,0,0.0,6.69,62.46,0.0
2023,6,25,1,0.0,5.24,69.55,0.0
2023,6,25,2,0.0,3.67,76.6,0.0
2023,6,25,3,0.0,2.27,82.17,0.0
2023,6,25,4,0.0,1.08,86.86,0.0
2023,6,25,5,120.45,3.48,80.98,0.0
2023,6,25,6,312.15,8.47,52.76,0.0
2023,6,25,7,521.4,12.71,33.1,0.0
2023,6,25,8,715.85,15.94,20.8,0.0
2023,6,25,9,878.03,18.28,15.96,0.0
2023,6,25,10,991.42,19.85,15.16,0.0
2023,6,25,11,1024.35,20.98,15.25,0.0
2023,6,25,12,1040.45,21.76,15.59,0.0
2023,6,25,13,949.28,22.17,16.07,0.0
2023,6,25,14,825.45,22.15,16.9,0.0
2023,6,25,15,688.72,21.65,18.22,0.0
2023,6,25,16,525.92,20.65,20.08,0.0
2023,6,25,17,323.9,19.12,23.38,0.0
2023,6,25,18,132.5,15.44,45.5,0.0
2023,6,25,19,8.6,9.98,65.77,0.0
2023,6,25,20,0.0,7.98,68.24,0.0
2023,6,25,21,0.0,6.53,69.22,0.0
2023,6,25,22,0.0,5.77,66.57,0.0
2023,6,25,23,0.0,5.27,65.02,0.0
2023,6,26,0,0.0,4.68,65.43,0.0
2023,6,26,1,0.0,4.25,65.74,0.0
2023,6,26,2,0.0,3.81,66.5,0.0
2023,6,26,3,0.0,3.19,67.52,0.0
2023,6,26,4,0.0,2.81,67.37,0.0
2023,6,26,5,122.97,6.22,56.94,0.0
2023,6,26,6,313.77,11.21,40.53,0.0
2023,6,26,7,519.97,15.23,30.31,0.0
2023,6,26,8,710.35,18.0,23.24,0.0
2023,6,26,9,861.5,19.84,20.31,0.0
2023,6,26,10,978.97,21.39,18.5,0.0
2023,6,26,11,1041.75,22.58,17.49,0.0
2023,6,26,12,1043.47,23.36,16.92,0.0
2023,6,26,13,984.28,23.66,16.84,0.0
2023,6,26,14,861.9,23.48,17.3,0.0
2023,6,26,15,697.33,22.84,18.31,0.0
2023,6,26,16,498.3,21.77,20.33,0.0
2023,6,26,17,300.48,20.34,24.36,0.0
2023,6,26,18,118.3,17.16,46.68,0.0
2023,6,26,19,7.57,13.91,48.38,0.0
2023,6,26,20,0.0,11.36,58.65,0.0
2023,6,26,21,0.0,9.25,68.4,0.0
2023,6,26,22,0.0,8.38,70.22,0.0
2023,6,26,23,0.0,7.98,68.93,0.0
2023,6,27,0,0.0,8.48,62.99,0.0
2023,6,27,1,0.0,8.9,57.99,0.0
2023,6,27,2,0.0,9.32,54.31,0.0
2023,6,27,3,0.0,8.87,56.28,0.0
2023,6,27,4,0.0,9.06,55.95,0.0
2023,6,27,5,91.88,11.17,50.73,0.0
2023,6,27,6,264.4,14.11,45.38,0.0
2023,6,27,7,470.12,16.71,36.72,0.0
2023,6,27,8,630.78,18.34,29.75,0.01
2023,6,27,9,770.28,19.88,25.34,0.01
2023,6,27,10,884.2,21.12,22.7,0.01
2023,6,27,11,937.97,22.09,21.04,0.0
2023,6,27,12,953.7,22.79,19.63,0.0
2023,6,27,13,855.83,23.07,18.65,0.0
2023,6,27,14,776.33,22.94,18.22,0.0
2023,6,27,15,660.1,22.45,18.4,0.0
2023,6,27,16,502.55,21.46,19.32,0.0
2023,6,27,17,307.4,19.97,21.92,0.0
2023,6,27,18,123.85,16.54,43.96,0.0
2023,6,27,19,7.75,12.19,51.69,0.0
2023,6,27,20,0.0,10.88,50.79,0.0
2023,6,27,21,0.0,9.57,53.34,0.0
2023,6,27,22,0.0,8.4,55.44,0.0
2023,6,27,23,0.0,7.56,55.84,0.0
2023,6,28,0,0.0,7.53,51.55,0.0
2023,6,28,1,0.0,7.75,47.08,0.0
2023,6,28,2,0.0,7.41,47.41,0.0
2023,6,28,3,0.0,6.6,49.65,0.0
2023,6,28,4,0.0,4.78,56.21,0.0
2023,6,28,5,108.18,6.4,62.99,0.02
2023,6,28,6,294.27,11.8,38.87,0.01
2023,6,28,7,510.2,16.18,25.07,0.0
2023,6,28,8,702.7,18.66,19.57,0.0
2023,6,28,9,862.12,20.19,17.36,0.0
2023,6,28,10,974.15,21.4,16.29,0.0
2023,6,28,11,1009.95,22.34,15.72,0.0
2023,6,28,12,978.28,22.97,15.41,0.0
2023,6,28,13,875.53,23.22,15.38,0.0
2023,6,28,14,762.65,23.11,15.64,0.0
2023,6,28,15,577.05,22.58,16.4,0.0
2023,6,28,16,368.65,21.62,17.84,0.0
2023,6,28,17,230.35,20.18,20.17,0.0
2023,6,28,18,92.5,16.83,40.56,0.0
2023,6,28,19,6.7,13.66,46.17,0.0
2023,6,28,20,0.0,12.66,44.23,0.0
2023,6,28,21,0.0,11.8,45.23,0.0
2023,6,28,22,0.0,11.03,46.55,0.01
2023,6,28,23,0.0,10.49,47.08,0.03
2023,6,29,0,0.0,9.94,48.55,0.1
2023,6,29,1,0.0,9.16,52.25,0.14
2023,6,29,2,0.0,8.66,55.89,0.07
2023,6,29,3,0.0,8.55,57.67,0.02
2023,6,29,4,0.0,7.77,59.42,0.01
2023,6,29,5,86.97,7.77,67.38,0.09
2023,6,29,6,246.07,11.44,51.05,0.0
2023,6,29,7,443.75,15.0,30.56,0.0
2023,6,29,8,673.08,17.05,23.19,0.0
2023,6,29,9,844.22,18.87,20.1,0.0
2023,6,29,10,920.88,20.5,17.68,0.0
2023,6,29,11,892.9,21.72,16.18,0.0
2023,6,29,12,740.53,22.5,15.63,0.0
2023,6,29,13,583.22,22.65,16.27,0.03
2023,6,29,14,465.27,21.85,19.19,0.67
2023,6,29,15,416.62,19.82,26.17,2.38
2023,6,29,16,226.7,17.0,36.27,2.19
2023,6,29,17,161.35,14.99,44.89,1.72
2023,6,29,18,73.22,13.0,56.39,2.24
2023,6,29,19,5.55,10.6,72.84,3.55
2023,6,29,20,0.0,8.79,82.72,3.34
2023,6,29,21,0.0,7.12,90.34,3.73
2023,6,29,22,0.0,6.2,95.06,4.84
2023,6,29,23,0.0,6.0,97.24,4.28
2023,6,30,0,0.0,6.09,97.45,5.65
2023,6,30,1,0.0,5.7,98.81,10.06
2023,6,30,2,0.0,5.17,98.56,6.44
2023,6,30,3,0.0,3.54,100.0,3.55
2023,6,30,4,0.0,2.7,100.0,1.71
2023,6,30,5,55.53,5.54,92.23,1.53
2023,6,30,6,137.98,8.59,81.8,2.22
2023,6,30,7,159.2,12.94,52.16,2.13
2023,6,30,8,159.1,16.15,31.5,1.26
2023,6,30,9,362.6,17.96,25.68,1.28
2023,6,30,10,621.17,19.22,22.8,1.79
2023,6,30,11,731.05,19.6,22.26,2.67
2023,6,30,12,722.95,18.54,25.24,2.86
2023,6,30,13,406.3,17.27,29.58,4.69
2023,6,30,14,398.52,16.6,33.07,3.66
2023,6,30,15,387.88,15.62,37.1,1.83
2023,6,30,16,440.27,14.69,40.43,1.25
2023,6,30,17,269.7,13.68,44.14,1.29
2023,6,30,18,102.68,11.98,55.92,3.88
2023,6,30,19,5.7,8.99,74.6,3.56
2023,6,30,20,0.0,7.91,78.29,2.26
2023,6,30,21,0.0,7.01,84.91,4.0
2023,6,30,22,0.0,6.09,89.14,2.74
2023,6,30,23,0.0,5.35,92.16,0.86
2023,7,1,0,0.0,4.57,95.12,0.64
2023,7,1,1,0.0,3.8,97.8,0.77
2023,7,1,2,0.0,3.06,99.85,0.93
2023,7,1,3,0.0,2.53,100.0,0.94
2023,7,1,4,0.0,2.19,99.48,0.78
2023,7,1,5,109.62,4.98,91.12,0.03
2023,7,1,6,297.65,8.12,79.39,0.0
2023,7,1,7,505.08,11.64,51.61,0.0
2023,7,1,8,698.17,14.41,36.94,0.0
2023,7,1,9,854.1,16.45,35.3,0.0
2023,7,1,10,964.03,18.03,34.44,0.01
2023,7,1,11,1008.03,19.34,32.69,0.19
2023,7,1,12,998.97,20.0,31.86,0.41
2023,7,1,13,832.53,20.45,31.22,0.64
2023,7,1,14,746.7,20.33,31.59,0.74
2023,7,1,15,603.7,19.77,32.45,0.53
2023,7,1,16,401.5,18.9,34.36,0.37
2023,7,1,17,245.4,17.6,38.15,0.28
2023,7,1,18,109.4,15.38,50.35,0.22
2023,7,1,19,8.15,11.46,67.01,0.02
2023,7,1,20,0.0,10.07,66.64,0.0
2023,7,1,21,0.0,8.46,75.23,0.0
2023,7,1,22,0.0,7.1,80.36,0.0
2023,7,1,23,0.0,6.11,82.69,0.0
2023,7,2,0,0.0,5.71,81.58,0.0
2023,7,2,1,0.0,5.23,80.67,0.0
2023,7,2,2,0.0,5.02,78.8,0.0
2023,7,2,3,0.0,4.73,78.25,0.0
2023,7,2,4,0.0,4.52,78.59,0.01
2023,7,2,5,106.28,7.93,65.99,0.04
2023,7,2,6,291.48,12.55,49.25,0.1
2023,7,2,7,497.1,16.08,37.61,0.29
2023,7,2,8,642.67,17.79,33.91,0.68
2023,7,2,9,719.47,19.07,30.67,0.68
2023,7,2,10,778.97,20.39,27.38,0.75
2023,7,2,11,768.6,21.53,24.85,0.8
2023,7,2,12,793.17,22.19,23.43,1.18
2023,7,2,13,706.85,22.27,23.56,1.55
2023,7,2,14,676.17,21.46,25.61,1.49
2023,7,2,15,571.62,20.33,28.91,0.88
2023,7,2,16,448.48,19.22,32.06,0.74
2023,7,2,17,278.33,18.19,35.08,0.24
2023,7,2,18,118.18,16.17,48.5,0.14
2023,7,2,19,8.1,13.97,50.64,0.08
2023,7,2,20,0.0,12.74,53.09,0.04
2023,7,2,21,0.0,11.46,57.35,0.04
2023,7,2,22,0.0,10.2,61.07,0.02
2023,7,2,23,0.0,9.09,63.99,0.02
2023,7,3,0,0.0,8.15,66.28,0.0
2023,7,3,1,0.0,7.28,68.41,0.0
2023,7,3,2,0.0,5.99,73.16,0.0
2023,7,3,3,0.0,4.88,77.29,0.0
2023,7,3,4,0.0,4.28,79.07,0.0
2023,7,3,5,108.68,7.77,66.26,0.0
2023,7,3,6,298.5,12.93,46.24,0.0
2023,7,3,7,504.83,16.85,30.22,0.0
2023,7,3,8,696.1,19.14,23.46,0.0
2023,7,3,9,849.85,20.87,21.55,0.0
2023,7,3,10,963.08,22.51,20.0,0.0
2023,7,3,11,994.58,23.89,18.66,0.0
2023,7,3,12,948.78,24.89,17.67,0.0
2023,7,3,13,877.58,25.36,17.31,0.0
2023,7,3,14,722.72,25.15,17.45,0.06
2023,7,3,15,578.22,24.32,18.41,0.84
2023,7,3,16,364.27,23.1,20.09,0.48
2023,7,3,17,223.82,21.49,24.36,0.88
2023,7,3,18,92.8,18.54,38.45,0.39
2023,7,3,19,5.53,14.59,49.66,0.13
2023,7,3,20,0.0,12.06,55.74,0.06
2023,7,3,21,0.0,10.94,59.54,0.05
2023,7,3,22,0.0,10.19,62.25,0.08
2023,7,3,23,0.0,10.12,61.51,0.81
2023,7,4,0,0.0,8.86,65.1,1.03
2023,7,4,1,0.0,7.44,70.89,0.93
2023,7,4,2,0.0,6.48,74.5,0.14
2023,7,4,3,0.0,6.26,74.41,0.0
2023,7,4,4,0.0,6.92,69.84,0.0
2023,7,4,5,75.2,9.24,68.4,0.02
2023,7,4,6,207.07,13.93,49.0,0.09
2023,7,4,7,383.85,18.33,31.06,0.02
2023,7,4,8,537.92,20.62,27.27,0.46
2023,7,4,9,655.75,21.9,25.82,0.65
2023,7,4,10,710.5,22.9,24.34,0.67
2023,7,4,11,764.15,23.08,24.35,1.34
2023,7,4,12,682.25,22.27,27.51,5.35
2023,7,4,13,629.1,21.82,29.73,6.68
2023,7,4,14,546.78,22.64,28.47,6.14
2023,7,4,15,432.6,22.0,29.9,1.61
2023,7,4,16,364.12,20.72,33.43,1.89
2023,7,4,17,200.5,18.68,40.3,2.01
2023,7,4,18,81.25,15.76,54.07,2.1
2023,7,4,19,4.53,12.55,73.0,2.49
2023,7,4,20,0.0,10.49,89.87,10.77
2023,7,4,21,0.0,9.73,96.38,17.88
2023,7,4,22,0.0,9.24,97.58,16.92
2023,7,4,23,0.0,8.87,98.11,14.25
2023,7,5,0,0.0,8.47,98.44,11.49
2023,7,5,1,0.0,8.09,98.66,14.1
2023,7,5,2,0.0,7.72,98.52,14.48
2023,7,5,3,0.0,7.4,98.53,10.92
2023,7,5,4,0.0,7.23,98.31,8.09
2023,7,5,5,51.28,7.73,97.17,3.94
2023,7,5,6,157.65,9.3,92.42,3.85
2023,7,5,7,301.73,12.05,77.0,2.81
2023,7,5,8,439.1,15.28,55.33,2.7
2023,7,5,9,612.97,17.61,44.22,2.89
2023,7,5,10,687.67,19.65,36.04,2.53
2023,7,5,11,703.45,21.16,30.77,2.06
2023,7,5,12,469.98,21.98,28.17,2.56
2023,7,5,13,373.33,21.87,29.1,2.44
2023,7,5,14,477.62,20.85,32.85,3.44
2023,7,5,15,322.98,19.53,36.98,2.63
2023,7,5,16,153.62,18.12,41.68,3.14
2023,7,5,17,133.35,16.57,48.0,3.54
2023,7,5,18,66.43,14.25,61.32,2.99
2023,7,5,19,5.18,10.83,80.87,2.86
2023,7,5,20,0.0,8.81,94.12,2.83
2023,7,5,21,0.0,9.08,91.46,3.33
2023,7,5,22,0.0,8.76,92.63,2.47
2023,7,5,23,0.0,8.02,94.83,0.73
2023,7,6,0,0.0,7.26,96.37,1.02
2023,7,6,1,0.0,6.2,100.0,1.76
2023,7,6,2,0.0,5.56,100.0,1.35
2023,7,6,3,0.0,4.54,100.0,0.81
2023,7,6,4,0.0,3.71,100.0,0.4
2023,7,6,5,82.1,6.29,97.19,0.58
2023,7,6,6,252.07,9.34,84.86,0.12
2023,7,6,7,454.02,14.16,52.26,0.06
2023,7,6,8,628.5,18.48,30.82,0.05
2023,7,6,9,772.33,20.82,24.27,0.01
2023,7,6,10,804.22,22.35,22.09,0.25
2023,7,6,11,843.0,23.25,21.15,0.47
2023,7,6,12,790.3,23.58,20.76,0.36
2023,7,6,13,549.75,23.8,20.43,0.26
2023,7,6,14,503.7,23.61,20.58,0.24
2023,7,6,15,427.88,22.84,21.89,0.37
2023,7,6,16,385.67,21.61,24.35,1.16
2023,7,6,17,228.95,19.43,30.1,2.02
2023,7,6,18,92.97,15.99,45.62,0.46
2023,7,6,19,5.72,10.82,71.81,0.34
2023,7,6,20,0.0,8.9,87.65,0.12
2023,7,6,21,0.0,8.22,93.73,0.01
2023,7,6,22,0.0,7.68,95.31,0.01
2023,7,6,23,0.0,7.28,91.85,0.0
2023,7,7,0,0.0,6.17,88.73,0.0
2023,7,7,1,0.0,5.05,85.46,0.01
2023,7,7,2,0.0,4.71,82.44,0.0
2023,7,7,3,0.0,4.74,81.07,0.01
2023,7,7,4,0.0,4.45,83.28,0.38
2023,7,7,5,85.18,6.42,80.71,0.05
2023,7,7,6,264.88,10.91,58.4,0.01
2023,7,7,7,470.55,15.29,37.59,0.0
2023,7,7,8,670.6,18.33,26.2,0.0
2023,7,7,9,798.85,20.24,22.24,0.0
2023,7,7,10,819.08,21.73,20.55,0.01
2023,7,7,11,805.83,22.73,20.16,0.05
2023,7,7,12,778.25,23.19,20.57,0.21
2023,7,7,13,648.45,22.96,22.0,0.81
2023,7,7,14,527.6,22.15,24.62,1.8
2023,7,7,15,332.58,20.64,28.61,3.42
2023,7,7,16,221.1,18.6,34.47,5.1
2023,7,7,17,125.93,15.88,45.42,3.17
2023,7,7,18,42.6,12.92,61.66,2.1
2023,7,7,19,3.45,10.12,82.23,2.91
2023,7,7,20,0.0,9.12,91.06,4.52
2023,7,7,21,0.0,8.86,94.51,5.0
2023,7,7,22,0.0,8.63,96.8,3.7
2023,7,7,23,0.0,8.3,97.7,2.81
2023,7,8,0,0.0,7.83,98.23,2.14
2023,7,8,1,0.0,7.32,98.96,1.74
2023,7,8,2,0.0,7.46,97.64,1.35
2023,7,8,3,0.0,7.31,97.62,0.92
2023,7,8,4,0.0,7.03,97.9,0.62
2023,7,8,5,70.15,7.87,95.33,0.24
2023,7,8,6,236.8,9.49,87.43,0.18
2023,7,8,7,440.23,13.23,59.21,0.09
2023,7,8,8,642.65,17.31,34.48,0.05
2023,7,8,9,822.62,19.96,25.46,0.03
2023,7,8,10,835.28,21.93,20.54,0.01
2023,7,8,11,786.3,23.21,17.67,0.01
2023,7,8,12,820.78,23.9,16.17,0.0
2023,7,8,13,706.55,24.02,15.86,0.0
2023,7,8,14,736.62,23.59,16.56,0.01
2023,7,8,15,540.0,22.6,19.31,0.02
2023,7,8,16,375.98,20.97,24.62,0.07
2023,7,8,17,216.6,18.85,31.37,0.15
2023,7,8,18,88.03,15.32,49.47,0.43
2023,7,8,19,5.68,10.32,78.29,1.29
2023,7,8,20,0.0,8.66,96.19,2.14
2023,7,8,21,0.0,8.19,100.0,2.0
2023,7,8,22,0.0,8.76,100.0,1.36
2023,7,8,23,0.0,8.51,100.0,0.72
2023,7,9,0,0.0,8.16,100.0,0.44
2023,7,9,1,0.0,7.89,100.0,0.24
2023,7,9,2,0.0,7.39,99.1,0.1
2023,7,9,3,0.0,6.17,98.07,0.03
2023,7,9,4,0.0,5.81,88.38,0.03
2023,7,9,5,89.47,7.82,69.53,0.0
2023,7,9,6,276.55,11.97,48.55,0.0
2023,7,9,7,476.38,16.61,33.84,0.0
2023,7,9,8,671.67,19.13,27.95,0.0
2023,7,9,9,792.5,20.66,26.65,0.01
2023,7,9,10,838.28,22.05,24.99,0.0
2023,7,9,11,840.25,23.31,23.23,0.01
2023,7,9,12,891.95,24.17,21.98,0.01
2023,7,9,13,833.08,24.6,21.45,0.01
2023,7,9,14,738.28,24.49,21.56,0.02
2023,7,9,15,630.42,23.73,22.65,0.04
2023,7,9,16,454.17,22.66,24.29,0.08
2023,7,9,17,265.95,20.91,27.69,0.07
2023,7,9,18,111.07,17.82,42.87,0.01
2023,7,9,19,6.38,14.77,51.41,0.0
2023,7,9,20,0.0,13.43,55.51,0.0
2023,7,9,21,0.0,12.19,60.45,0.0
